title,budget,worldwidegross,datecopy,date2,rate1,year,month,yearMean,logYearMeanRate
Shotgun Stories,250000,283809,14-Dec-07,14-Dec-07,1.135236,2007,12,3.4947062,1.2512493
Atonement,30000000,129779728,7-Dec-07,7-Dec-07,4.3259912,2007,12,3.4947062,1.2512493
Timber Falls,2600000,71248,7-Dec-07,7-Dec-07,0.027403077,2007,12,3.4947062,1.2512493
Juno,7000000,231450102,5-Dec-07,5-Dec-07,33.064301,2007,12,3.4947062,1.2512493
The Golden Compass,205000000,367262558,1-Dec-07,1-Dec-07,1.7915246,2007,12,3.4947062,1.2512493
Awake,8600000,32968648,30-Nov-07,30-Nov-07,3.8335638,2007,11,3.4947062,1.2512493
Le Scaphandre et le Papillon,14000000,22754472,30-Nov-07,30-Nov-07,1.6253195,2007,11,3.4947062,1.2512493
The Savages,9000000,10629267,28-Nov-07,28-Nov-07,1.1810297,2007,11,3.4947062,1.2512493
This Christmas,13000000,49733545,21-Nov-07,21-Nov-07,3.8256574,2007,11,3.4947062,1.2512493
Enchanted,85000000,340384141,21-Nov-07,21-Nov-07,4.0045195,2007,11,3.4947062,1.2512493
The Mist,13000000,57189408,21-Nov-07,21-Nov-07,4.3991852,2007,11,3.4947062,1.2512493
I'm Not There,20000000,12397613,21-Nov-07,21-Nov-07,0.61988068,2007,11,3.4947062,1.2512493
Hitman,17500000,99135571,21-Nov-07,21-Nov-07,5.6648898,2007,11,3.4947062,1.2512493
August Rush,25000000,66015869,17-Nov-07,17-Nov-07,2.6406348,2007,11,3.4947062,1.2512493
Redacted,5000000,861325,16-Nov-07,16-Nov-07,0.17226499,2007,11,3.4947062,1.2512493
Love in the Time of Cholera,45000000,31077418,16-Nov-07,16-Nov-07,0.69060928,2007,11,3.4947062,1.2512493
Beowulf,150000000,194995215,16-Nov-07,16-Nov-07,1.2999681,2007,11,3.4947062,1.2512493
Southland Tales,17000000,364607,14-Nov-07,14-Nov-07,0.02144747,2007,11,3.4947062,1.2512493
No Country for Old Men,25000000,164051250,9-Nov-07,9-Nov-07,6.5620499,2007,11,3.4947062,1.2512493
Lions for Lambs,35000000,63211088,9-Nov-07,9-Nov-07,1.8060311,2007,11,3.4947062,1.2512493
Holly,3000000,163069,9-Nov-07,9-Nov-07,0.054356333,2007,11,3.4947062,1.2512493
Bee Movie,150000000,287594577,2-Nov-07,2-Nov-07,1.9172971,2007,11,3.4947062,1.2512493
American Gangster,100000000,267985456,2-Nov-07,2-Nov-07,2.6798546,2007,11,3.4947062,1.2512493
The Martian Child,27000000,9352089,2-Nov-07,2-Nov-07,0.34637368,2007,11,3.4947062,1.2512493
Bella,3300000,12405473,26-Oct-07,26-Oct-07,3.7592342,2007,10,3.4947062,1.2512493
Saw IV,10000000,135759694,26-Oct-07,26-Oct-07,13.57597,2007,10,3.4947062,1.2512493
Out of the Blue,4600000,731767,19-Oct-07,19-Oct-07,0.15907978,2007,10,3.4947062,1.2512493
"Gone, Baby, Gone",19000000,34352162,19-Oct-07,19-Oct-07,1.8080086,2007,10,3.4947062,1.2512493
30 Days of Night,30000000,80276156,19-Oct-07,19-Oct-07,2.6758718,2007,10,3.4947062,1.2512493
Arnolds Park,600000,23616,19-Oct-07,19-Oct-07,0.039360002,2007,10,3.4947062,1.2512493
Things We Lost in the Fire,16000000,8120148,19-Oct-07,19-Oct-07,0.50750923,2007,10,3.4947062,1.2512493
The Ten Commandments,10000000,1051907,19-Oct-07,19-Oct-07,0.1051907,2007,10,3.4947062,1.2512493
Rendition,27500000,26939925,19-Oct-07,19-Oct-07,0.97963363,2007,10,3.4947062,1.2512493
Wristcutters: A Love Story,1000000,473769,19-Oct-07,19-Oct-07,0.47376901,2007,10,3.4947062,1.2512493
Lars and the Real Girl,12500000,11277119,12-Oct-07,12-Oct-07,0.90216953,2007,10,3.4947062,1.2512493
Why Did I Get Married?,15000000,55934178,12-Oct-07,12-Oct-07,3.7289453,2007,10,3.4947062,1.2512493
We Own the Night,28000000,55307857,12-Oct-07,12-Oct-07,1.9752806,2007,10,3.4947062,1.2512493
Elizabeth: The Golden Age,55000000,74870866,12-Oct-07,12-Oct-07,1.3612884,2007,10,3.4947062,1.2512493
Control,6400000,8902141,10-Oct-07,10-Oct-07,1.3909595,2007,10,3.4947062,1.2512493
Finishing the Game,500000,53201,5-Oct-07,5-Oct-07,0.106402,2007,10,3.4947062,1.2512493
The Good Night,15000000,22441,5-Oct-07,5-Oct-07,0.001496067,2007,10,3.4947062,1.2512493
Michael Clayton,21500000,92987651,5-Oct-07,5-Oct-07,4.325007,2007,10,3.4947062,1.2512493
Lake of Fire,6000000,26007,3-Oct-07,3-Oct-07,0.0043345,2007,10,3.4947062,1.2512493
The Kingdom,72500000,86509602,28-Sep-07,28-Sep-07,1.1932359,2007,9,3.4947062,1.2512493
Se jie,15000000,65696051,28-Sep-07,28-Sep-07,4.3797369,2007,9,3.4947062,1.2512493
Trade,12000000,1513388,28-Sep-07,28-Sep-07,0.12611566,2007,9,3.4947062,1.2512493
The Game Plan,22000000,146590987,22-Sep-07,22-Sep-07,6.6632266,2007,9,3.4947062,1.2512493
Sydney White,16500000,13446014,21-Sep-07,21-Sep-07,0.81490993,2007,9,3.4947062,1.2512493
Resident Evil: Extinction,45000000,146162920,21-Sep-07,21-Sep-07,3.248065,2007,9,3.4947062,1.2512493
The Assassination of Jesse James by the Coward Robert Ford,30000000,15313631,21-Sep-07,21-Sep-07,0.51045436,2007,9,3.4947062,1.2512493
Into the Wild,20000000,56822960,21-Sep-07,21-Sep-07,2.8411479,2007,9,3.4947062,1.2512493
Good Luck Chuck,25000000,59183821,21-Sep-07,21-Sep-07,2.3673527,2007,9,3.4947062,1.2512493
Eastern Promises,50000000,56077088,14-Sep-07,14-Sep-07,1.1215417,2007,9,3.4947062,1.2512493
D-War,32000000,79915361,14-Sep-07,14-Sep-07,2.497355,2007,9,3.4947062,1.2512493
In the Valley of Elah,23000000,24489150,14-Sep-07,14-Sep-07,1.0647457,2007,9,3.4947062,1.2512493
Across the Universe,45000000,29367143,14-Sep-07,14-Sep-07,0.65260315,2007,9,3.4947062,1.2512493
Ira and Abby,3500000,221096,14-Sep-07,14-Sep-07,0.063170284,2007,9,3.4947062,1.2512493
The Hunting Party,40000000,7729552,7-Sep-07,7-Sep-07,0.19323879,2007,9,3.4947062,1.2512493
Hatchet,1500000,240396,7-Sep-07,7-Sep-07,0.160264,2007,9,3.4947062,1.2512493
The Brothers Solomon,10000000,900926,7-Sep-07,7-Sep-07,0.090092599,2007,9,3.4947062,1.2512493
Romance and Cigarettes,11000000,3231251,7-Sep-07,7-Sep-07,0.29375008,2007,9,3.4947062,1.2512493
In the Shadow of the Moon,2000000,1134358,7-Sep-07,7-Sep-07,0.56717902,2007,9,3.4947062,1.2512493
I Want Someone To Eat Cheese With,1500000,194568,5-Sep-07,5-Sep-07,0.129712,2007,9,3.4947062,1.2512493
The Death and Life of Bobby Z,8000000,414617,4-Sep-07,4-Sep-07,0.051827125,2007,9,3.4947062,1.2512493
3:10 to Yuma,48000000,71171825,2-Sep-07,2-Sep-07,1.4827464,2007,9,3.4947062,1.2512493
Halloween,15000000,77514401,31-Aug-07,31-Aug-07,5.1676269,2007,8,3.4947062,1.2512493
Fong juk,4500000,51957,31-Aug-07,31-Aug-07,0.011546,2007,8,3.4947062,1.2512493
Death Sentence,20000000,16907831,31-Aug-07,31-Aug-07,0.84539157,2007,8,3.4947062,1.2512493
Mr. Bean's Holiday,25000000,234268525,24-Aug-07,24-Aug-07,9.3707409,2007,8,3.4947062,1.2512493
September Dawn,10100000,1066555,24-Aug-07,24-Aug-07,0.10559951,2007,8,3.4947062,1.2512493
War,25000000,40686409,24-Aug-07,24-Aug-07,1.6274563,2007,8,3.4947062,1.2512493
Resurrecting the Champ,13000000,3260555,24-Aug-07,24-Aug-07,0.25081193,2007,8,3.4947062,1.2512493
Eye of the Dolphin,2500000,72260,24-Aug-07,24-Aug-07,0.028904,2007,8,3.4947062,1.2512493
Death at a Funeral,20000000,46790428,17-Aug-07,17-Aug-07,2.3395214,2007,8,3.4947062,1.2512493
The Invasion,80000000,40147042,17-Aug-07,17-Aug-07,0.50183803,2007,8,3.4947062,1.2512493
The Last Legion,67000000,25357771,17-Aug-07,17-Aug-07,0.37847421,2007,8,3.4947062,1.2512493
Superbad,17500000,169955142,17-Aug-07,17-Aug-07,9.7117224,2007,8,3.4947062,1.2512493
Stardust,70000000,136760542,10-Aug-07,10-Aug-07,1.953722,2007,8,3.4947062,1.2512493
Rush Hour 3,180000000,256585882,10-Aug-07,10-Aug-07,1.4254771,2007,8,3.4947062,1.2512493
Daddy Day Camp,6000000,18209872,8-Aug-07,8-Aug-07,3.0349786,2007,8,3.4947062,1.2512493
Hot Rod,25000000,14334401,3-Aug-07,3-Aug-07,0.57337606,2007,8,3.4947062,1.2512493
The Ten,5250000,786677,3-Aug-07,3-Aug-07,0.14984323,2007,8,3.4947062,1.2512493
Becoming Jane,16500000,39380876,3-Aug-07,3-Aug-07,2.3867197,2007,8,3.4947062,1.2512493
"Gandhi, My Father",5000000,1375194,3-Aug-07,3-Aug-07,0.27503881,2007,8,3.4947062,1.2512493
The Bourne Ultimatum,130000000,442161562,3-Aug-07,3-Aug-07,3.4012427,2007,8,3.4947062,1.2512493
Who's Your Caddy?,7000000,5694308,27-Jul-07,27-Jul-07,0.81347257,2007,7,3.4947062,1.2512493
No End In Sight,2000000,1433319,27-Jul-07,27-Jul-07,0.71665949,2007,7,3.4947062,1.2512493
No Reservations,28000000,91943956,27-Jul-07,27-Jul-07,3.2837126,2007,7,3.4947062,1.2512493
The Simpsons Movie,72500000,527071022,27-Jul-07,27-Jul-07,7.2699451,2007,7,3.4947062,1.2512493
Moli’‘ÎŒre,21600000,791154,27-Jul-07,27-Jul-07,0.036627501,2007,7,3.4947062,1.2512493
This is England,2380000,8739576,25-Jul-07,25-Jul-07,3.6720908,2007,7,3.4947062,1.2512493
Sunshine,40000000,32017122,20-Jul-07,20-Jul-07,0.80042803,2007,7,3.4947062,1.2512493
I Now Pronounce You Chuck and Larry,85000000,185708462,20-Jul-07,20-Jul-07,2.1848054,2007,7,3.4947062,1.2512493
Hairspray,75000000,202871849,20-Jul-07,20-Jul-07,2.704958,2007,7,3.4947062,1.2512493
Cama adentro,800000,200433,18-Jul-07,18-Jul-07,0.25054124,2007,7,3.4947062,1.2512493
Harry Potter and the Order of the Phoenix,150000000,942943935,11-Jul-07,11-Jul-07,6.286293,2007,7,3.4947062,1.2512493
Rescue Dawn,10000000,7031838,4-Jul-07,4-Jul-07,0.70318383,2007,7,3.4947062,1.2512493
License to Wed,35000000,70187088,3-Jul-07,3-Jul-07,2.0053453,2007,7,3.4947062,1.2512493
Transformers,151000000,708098205,2-Jul-07,2-Jul-07,4.6893921,2007,7,3.4947062,1.2512493
Ratatouille,150000000,626549695,29-Jun-07,29-Jun-07,4.1769981,2007,6,3.4947062,1.2512493
Chacun sa nuit,1900000,139317,29-Jun-07,29-Jun-07,0.07332474,2007,6,3.4947062,1.2512493
Live Free or Die Hard,110000000,382288147,27-Jun-07,27-Jun-07,3.4753468,2007,6,3.4947062,1.2512493
You Kill Me,4000000,3858964,22-Jun-07,22-Jun-07,0.96474099,2007,6,3.4947062,1.2512493
Sicko,9000000,36535837,22-Jun-07,22-Jun-07,4.0595374,2007,6,3.4947062,1.2512493
1408,22500000,131253353,22-Jun-07,22-Jun-07,5.8334823,2007,6,3.4947062,1.2512493
Evan Almighty,175000000,174131329,22-Jun-07,22-Jun-07,0.99503618,2007,6,3.4947062,1.2512493
A Mighty Heart,15000000,19153568,22-Jun-07,22-Jun-07,1.2769046,2007,6,3.4947062,1.2512493
DOA: Dead or Alive,30000000,7755686,15-Jun-07,15-Jun-07,0.25852287,2007,6,3.4947062,1.2512493
Pierrot le fou,300000,70807,15-Jun-07,15-Jun-07,0.23602334,2007,6,3.4947062,1.2512493
Nancy Drew,2000000,30703845,15-Jun-07,15-Jun-07,15.351922,2007,6,3.4947062,1.2512493
The Trials of Darryl Hunt,200000,1217,15-Jun-07,15-Jun-07,0.006085,2007,6,3.4947062,1.2512493
Fido,8000000,456814,15-Jun-07,15-Jun-07,0.057101749,2007,6,3.4947062,1.2512493
Fantastic Four: Rise of the Silver Surfer,120000000,288215319,15-Jun-07,15-Jun-07,2.4017944,2007,6,3.4947062,1.2512493
Surf's Up,100000000,145395745,8-Jun-07,8-Jun-07,1.4539574,2007,6,3.4947062,1.2512493
Hostel: Part II,7500000,33606409,8-Jun-07,8-Jun-07,4.4808545,2007,6,3.4947062,1.2512493
La M’‘Îâme,15500000,88611837,8-Jun-07,8-Jun-07,5.7168927,2007,6,3.4947062,1.2512493
Ocean's Thirteen,85000000,311744465,8-Jun-07,8-Jun-07,3.667582,2007,6,3.4947062,1.2512493
And Then Came Love,989000,8158,1-Jun-07,1-Jun-07,0.008248736,2007,6,3.4947062,1.2512493
Knocked Up,27500000,219265952,1-Jun-07,1-Jun-07,7.9733071,2007,6,3.4947062,1.2512493
Gracie,9000000,3922043,1-Jun-07,1-Jun-07,0.43578255,2007,6,3.4947062,1.2512493
Bug,4000000,8302995,25-May-07,25-May-07,2.0757487,2007,5,3.4947062,1.2512493
Pirates of the Caribbean: At World's End,300000000,963420425,24-May-07,24-May-07,3.2114015,2007,5,3.4947062,1.2512493
The Wendell Baker Story,8000000,127188,18-May-07,18-May-07,0.0158985,2007,5,3.4947062,1.2512493
Severance,10000000,5950002,18-May-07,18-May-07,0.59500021,2007,5,3.4947062,1.2512493
Shrek the Third,160000000,805623351,17-May-07,17-May-07,5.0351458,2007,5,3.4947062,1.2512493
Once,150000,23338122,16-May-07,16-May-07,155.58748,2007,5,3.4947062,1.2512493
Brooklyn Rules,8000000,458232,11-May-07,11-May-07,0.057278998,2007,5,3.4947062,1.2512493
The Salon,1500000,139084,11-May-07,11-May-07,0.092722669,2007,5,3.4947062,1.2512493
Georgia Rule,20000000,20819601,11-May-07,11-May-07,1.0409801,2007,5,3.4947062,1.2512493
28 Weeks Later,15000000,64231305,11-May-07,11-May-07,4.2820868,2007,5,3.4947062,1.2512493
Lucky You,55000000,6521829,4-May-07,4-May-07,0.11857871,2007,5,3.4947062,1.2512493
"Paris, je t'aime",13000000,4857374,4-May-07,4-May-07,0.37364414,2007,5,3.4947062,1.2512493
Spider-Man 3,258000000,890875303,4-May-07,4-May-07,3.4530051,2007,5,3.4947062,1.2512493
Waitress,1500000,22187264,2-May-07,2-May-07,14.79151,2007,5,3.4947062,1.2512493
Jindabyne,10800000,2862544,27-Apr-07,27-Apr-07,0.26505038,2007,4,3.4947062,1.2512493
Ta Ra Rum Pum,7400000,9443864,27-Apr-07,27-Apr-07,1.2761978,2007,4,3.4947062,1.2512493
In the Land of Women,10500000,14140402,20-Apr-07,20-Apr-07,1.346705,2007,4,3.4947062,1.2512493
Hot Fuzz,16000000,81742618,20-Apr-07,20-Apr-07,5.1089134,2007,4,3.4947062,1.2512493
Slow Burn,15500000,1237615,13-Apr-07,13-Apr-07,0.079846129,2007,4,3.4947062,1.2512493
Aqua Teen Hunger Force Colon Movie Film for Theaters,750000,5520368,13-Apr-07,13-Apr-07,7.3604908,2007,4,3.4947062,1.2512493
Disturbia,20000000,117825354,13-Apr-07,13-Apr-07,5.8912678,2007,4,3.4947062,1.2512493
Grindhouse,53000000,50187789,6-Apr-07,6-Apr-07,0.94693941,2007,4,3.4947062,1.2512493
The Hoax,25000000,7164995,6-Apr-07,6-Apr-07,0.28659981,2007,4,3.4947062,1.2512493
Zwartboek,22000000,27238354,6-Apr-07,6-Apr-07,1.238107,2007,4,3.4947062,1.2512493
The Reaping,40000000,62226214,5-Apr-07,5-Apr-07,1.5556554,2007,4,3.4947062,1.2512493
Blades of Glory,61000000,145245842,30-Mar-07,30-Mar-07,2.3810794,2007,3,3.4947062,1.2512493
Journey from the Fall,1300000,635305,23-Mar-07,23-Mar-07,0.48869616,2007,3,3.4947062,1.2512493
The Hills Have Eyes II,15000000,37466538,23-Mar-07,23-Mar-07,2.4977691,2007,3,3.4947062,1.2512493
Reign Over Me,20000000,20081987,23-Mar-07,23-Mar-07,1.0040994,2007,3,3.4947062,1.2512493
Namastey London,8400000,6831069,23-Mar-07,23-Mar-07,0.81322253,2007,3,3.4947062,1.2512493
TMNT,35000000,96096018,23-Mar-07,23-Mar-07,2.7456005,2007,3,3.4947062,1.2512493
Shooter,60000000,95538560,23-Mar-07,23-Mar-07,1.5923094,2007,3,3.4947062,1.2512493
Nomad,40000000,79123,16-Mar-07,16-Mar-07,0.001978075,2007,3,3.4947062,1.2512493
I Think I Love My Wife,14000000,13196245,16-Mar-07,16-Mar-07,0.94258893,2007,3,3.4947062,1.2512493
Premonition,20000000,81461343,16-Mar-07,16-Mar-07,4.0730672,2007,3,3.4947062,1.2512493
The Wind That Shakes the Barley,8300000,25670174,16-Mar-07,16-Mar-07,3.092792,2007,3,3.4947062,1.2512493
Gwoemul,12000000,92618117,9-Mar-07,9-Mar-07,7.7181764,2007,3,3.4947062,1.2512493
The Ultimate Gift,9000000,3438735,9-Mar-07,9-Mar-07,0.38208166,2007,3,3.4947062,1.2512493
300,60000000,454139586,9-Mar-07,9-Mar-07,7.5689931,2007,3,3.4947062,1.2512493
The Namesake,8500000,20247501,9-Mar-07,9-Mar-07,2.3820589,2007,3,3.4947062,1.2512493
Black Snake Moan,15000000,10951153,2-Mar-07,2-Mar-07,0.73007685,2007,3,3.4947062,1.2512493
Zodiac,85000000,83080084,2-Mar-07,2-Mar-07,0.97741276,2007,3,3.4947062,1.2512493
Wild Hogs,60000000,253555383,2-Mar-07,2-Mar-07,4.2259231,2007,3,3.4947062,1.2512493
The Number 23,32000000,77593167,23-Feb-07,23-Feb-07,2.4247866,2007,2,3.4947062,1.2512493
The Astronaut Farmer,13000000,11141213,23-Feb-07,23-Feb-07,0.85701638,2007,2,3.4947062,1.2512493
Reno 911!: Miami,10000000,21851362,23-Feb-07,23-Feb-07,2.1851363,2007,2,3.4947062,1.2512493
Bridge to Terabithia,25000000,137984788,16-Feb-07,16-Feb-07,5.5193915,2007,2,3.4947062,1.2512493
Ghost Rider,120000000,229545589,16-Feb-07,16-Feb-07,1.9128799,2007,2,3.4947062,1.2512493
Music and Lyrics,40000000,146300356,14-Feb-07,14-Feb-07,3.6575089,2007,2,3.4947062,1.2512493
Das Leben der Anderen,2000000,81197047,9-Feb-07,9-Feb-07,40.598522,2007,2,3.4947062,1.2512493
Hannibal Rising,50000000,80583311,9-Feb-07,9-Feb-07,1.6116662,2007,2,3.4947062,1.2512493
The Last Sin Eater,2200000,388390,9-Feb-07,9-Feb-07,0.17654091,2007,2,3.4947062,1.2512493
Because I Said So,39000000,69538833,2-Feb-07,2-Feb-07,1.783047,2007,2,3.4947062,1.2512493
The Messengers,16000000,53774833,2-Feb-07,2-Feb-07,3.3609271,2007,2,3.4947062,1.2512493
Blood and Chocolate,15000000,6551310,26-Jan-07,26-Jan-07,0.43675399,2007,1,3.4947062,1.2512493
Epic Movie,20000000,86858578,26-Jan-07,26-Jan-07,4.3429289,2007,1,3.4947062,1.2512493
Smokin' Aces,17000000,57263440,26-Jan-07,26-Jan-07,3.3684375,2007,1,3.4947062,1.2512493
Alone with Her,1000000,844377,17-Jan-07,17-Jan-07,0.84437698,2007,1,3.4947062,1.2512493
Stomp the Yard,14000000,75525718,12-Jan-07,12-Jan-07,5.3946943,2007,1,3.4947062,1.2512493
Happily N'Ever After,47000000,37923818,5-Jan-07,5-Jan-07,0.80688977,2007,1,3.4947062,1.2512493
Thr3e,2400000,1420418,5-Jan-07,5-Jan-07,0.5918408,2007,1,3.4947062,1.2512493
Freedom Writers,21000000,43632609,5-Jan-07,5-Jan-07,2.0777433,2007,1,3.4947062,1.2512493
Code Name: The Cleaner,20000000,8135024,5-Jan-07,5-Jan-07,0.40675119,2007,1,3.4947062,1.2512493
Good,16000000,31631,31-Dec-08,31-Dec-08,0.001976938,2008,12,2.9633479,1.0863197
The Cottage,5000000,1504960,31-Dec-08,31-Dec-08,0.30099201,2008,12,2.9633479,1.0863197
Koltchak,20000000,38585047,31-Dec-08,31-Dec-08,1.9292524,2008,12,2.9633479,1.0863197
Bathory,15000000,3436763,31-Dec-08,31-Dec-08,0.22911753,2008,12,2.9633479,1.0863197
Extreme Movie,1200000,81338,31-Dec-08,31-Dec-08,0.067781664,2008,12,2.9633479,1.0863197
Rejsen til Saturn,2700000,5377665,31-Dec-08,31-Dec-08,1.9917278,2008,12,2.9633479,1.0863197
I Come with the Rain,18000000,627422,31-Dec-08,31-Dec-08,0.034856778,2008,12,2.9633479,1.0863197
Defiance,50000000,52987754,31-Dec-08,31-Dec-08,1.0597551,2008,12,2.9633479,1.0863197
Revolutionary Road,45000000,79564960,26-Dec-08,26-Dec-08,1.7681103,2008,12,2.9633479,1.0863197
The Curious Case of Benjamin Button,160000000,329809326,25-Dec-08,25-Dec-08,2.0613084,2008,12,2.9633479,1.0863197
Bedtime Stories,80000000,221468935,25-Dec-08,25-Dec-08,2.7683616,2008,12,2.9633479,1.0863197
The Spirit,60000000,39006188,25-Dec-08,25-Dec-08,0.65010315,2008,12,2.9633479,1.0863197
Waltz with Bashir,2000000,13912289,25-Dec-08,25-Dec-08,6.9561443,2008,12,2.9633479,1.0863197
Marley & Me,60000000,247812011,25-Dec-08,25-Dec-08,4.1302004,2008,12,2.9633479,1.0863197
Valkyrie,90000000,203902107,25-Dec-08,25-Dec-08,2.265579,2008,12,2.9633479,1.0863197
The Tale of Despereaux,60000000,90482317,19-Dec-08,19-Dec-08,1.5080386,2008,12,2.9633479,1.0863197
Yes Man,50000000,225990976,19-Dec-08,19-Dec-08,4.5198197,2008,12,2.9633479,1.0863197
Seven Pounds,54000000,166617328,19-Dec-08,19-Dec-08,3.085506,2008,12,2.9633479,1.0863197
Gomorra,6200000,37339594,19-Dec-08,19-Dec-08,6.0225153,2008,12,2.9633479,1.0863197
The Wrestler,6000000,46634275,17-Dec-08,17-Dec-08,7.7723794,2008,12,2.9633479,1.0863197
Los Cronocr’‘_menes,2600000,564474,12-Dec-08,12-Dec-08,0.21710539,2008,12,2.9633479,1.0863197
Doubt,20000000,53191101,12-Dec-08,12-Dec-08,2.659555,2008,12,2.9633479,1.0863197
The Day the Earth Stood Still,80000000,233066978,12-Dec-08,12-Dec-08,2.9133372,2008,12,2.9633479,1.0863197
Delgo,40000000,915840,12-Dec-08,12-Dec-08,0.022895999,2008,12,2.9633479,1.0863197
Gran Torino,25000000,274543085,12-Dec-08,12-Dec-08,10.981724,2008,12,2.9633479,1.0863197
"Che, El Ar the Argentine",58000000,30118557,12-Dec-08,12-Dec-08,0.51928544,2008,12,2.9633479,1.0863197
The Reader,32500000,113019290,10-Dec-08,10-Dec-08,3.4775167,2008,12,2.9633479,1.0863197
Wendy and Lucy,300000,1416046,10-Dec-08,10-Dec-08,4.7201533,2008,12,2.9633479,1.0863197
Punisher: War Zone,35000000,10157534,5-Dec-08,5-Dec-08,0.29021525,2008,12,2.9633479,1.0863197
Frost/Nixon,29000000,28452945,5-Dec-08,5-Dec-08,0.98113602,2008,12,2.9633479,1.0863197
Cadillac Records,12000000,8138000,5-Dec-08,5-Dec-08,0.67816669,2008,12,2.9633479,1.0863197
Milk,20000000,57293371,26-Nov-08,26-Nov-08,2.8646686,2008,11,2.9633479,1.0863197
Four Christmases,80000000,168311558,26-Nov-08,26-Nov-08,2.1038945,2008,11,2.9633479,1.0863197
Australia,130000000,215080810,26-Nov-08,26-Nov-08,1.6544678,2008,11,2.9633479,1.0863197
Bolt,150000000,328015209,21-Nov-08,21-Nov-08,2.1867681,2008,11,2.9633479,1.0863197
Special,1000000,26822,21-Nov-08,21-Nov-08,0.026822001,2008,11,2.9633479,1.0863197
Twilight,37000000,402280159,21-Nov-08,21-Nov-08,10.872437,2008,11,2.9633479,1.0863197
Quantum of Solace,230000000,591692078,14-Nov-08,14-Nov-08,2.5725741,2008,11,2.9633479,1.0863197
Fuel,2500000,174255,14-Nov-08,14-Nov-08,0.069701999,2008,11,2.9633479,1.0863197
Slumdog Millionaire,14000000,384519665,12-Nov-08,12-Nov-08,27.465691,2008,11,2.9633479,1.0863197
Repo! The Genetic Opera,8500000,198883,7-Nov-08,7-Nov-08,0.023398001,2008,11,2.9633479,1.0863197
The Boy in the Striped Pajamas,12500000,44083403,7-Nov-08,7-Nov-08,3.5266721,2008,11,2.9633479,1.0863197
Role Models,28000000,94494141,7-Nov-08,7-Nov-08,3.3747907,2008,11,2.9633479,1.0863197
Madagascar: Escape 2 Africa,150000000,599516844,7-Nov-08,7-Nov-08,3.996779,2008,11,2.9633479,1.0863197
Soul Men,40000000,12345883,7-Nov-08,7-Nov-08,0.30864707,2008,11,2.9633479,1.0863197
Zack and Miri Make a Porno,24000000,36856306,31-Oct-08,31-Oct-08,1.5356795,2008,10,2.9633479,1.0863197
The Haunting of Molly Hartley,5000000,15318257,31-Oct-08,31-Oct-08,3.0636513,2008,10,2.9633479,1.0863197
The Other End of the Line,2500000,507446,31-Oct-08,31-Oct-08,0.2029784,2008,10,2.9633479,1.0863197
Eden Lake,2000000,4294373,31-Oct-08,31-Oct-08,2.1471865,2008,10,2.9633479,1.0863197
My Name is Bruce,1500000,173066,31-Oct-08,31-Oct-08,0.11537734,2008,10,2.9633479,1.0863197
Little Big Top,240000,7484,31-Oct-08,31-Oct-08,0.031183334,2008,10,2.9633479,1.0863197
Passchendaele,20000000,4453327,24-Oct-08,24-Oct-08,0.22266635,2008,10,2.9633479,1.0863197
Roadside Romeo,2000000,2046090,24-Oct-08,24-Oct-08,1.0230449,2008,10,2.9633479,1.0863197
"Synecdoche, New York",20000000,4383538,24-Oct-08,24-Oct-08,0.2191769,2008,10,2.9633479,1.0863197
Changeling,55000000,113805580,24-Oct-08,24-Oct-08,2.0691924,2008,10,2.9633479,1.0863197
L’‘Î‚t den r’‘_tte komma in,4500000,12247682,24-Oct-08,24-Oct-08,2.7217071,2008,10,2.9633479,1.0863197
